nodes_active,nodes_removed,nodes_merged,nodes_w_parents,nodes_w_children,edges
1389,97059,0,0,0,2388
1392,97203,0,0,0,2388
1392,97350,0,0,0,2395
1395,97497,0,0,0,2391
1394,97647,0,0,0,2398
1397,97796,0,0,0,2411
1396,97944,0,0,0,2391
1398,98091,0,0,0,2401
1404,98235,0,0,0,2407
1403,98382,0,0,0,2407
1413,98528,0,0,0,2418
1414,98684,0,0,0,2417
1416,98840,0,0,0,2420
1420,98998,0,0,0,2422
1420,99160,0,0,0,2428
1418,99322,0,0,0,2412
1419,99482,0,0,0,2422
1422,99643,0,0,0,2419
1419,99807,0,0,0,2419
1419,99968,0,0,0,2421
1425,100129,0,0,0,2419
1422,100296,0,0,0,2422
1424,100460,0,0,0,2430
1426,100626,0,0,0,2436
1427,100794,0,0,0,2437
1430,100963,0,0,0,2438
1433,101135,0,0,0,2441
1430,101310,0,0,0,2438
1438,101482,0,0,0,2450
1440,101662,0,0,0,2455
1438,101837,0,0,0,2464
1451,102010,0,0,0,2478
1453,102196,0,0,0,2478
1461,102381,0,0,0,2487
1465,102574,0,0,0,2494
1468,102771,0,0,0,2498
1464,102971,0,0,0,2492
1472,103167,0,0,0,2516
1460,103365,0,0,0,2499
1465,103551,0,0,0,2496
1460,103738,0,0,0,2489
1461,103914,0,0,0,2495
1469,104082,0,0,0,2503
1470,104258,0,0,0,2508
1472,104435,0,0,0,2507
1472,104612,0,0,0,2505
1475,104784,0,0,0,2509
1482,104948,0,0,0,2534
1485,105119,0,0,0,2547
1485,105286,0,0,0,2546
1494,105439,0,0,0,2576
1497,105585,0,0,0,2565
1501,105729,0,0,0,2578
1503,105871,0,0,0,2580
1504,106015,0,0,0,2580
1503,106151,0,0,0,2584
1503,106280,0,0,0,2575
1506,106395,0,0,0,2579
1515,106508,0,0,0,2595
1514,106630,0,0,0,2593
1516,106751,0,0,0,2596
1515,106874,0,0,0,2602
1517,106994,0,0,0,2609
1520,107115,0,0,0,2609
1532,107228,0,0,0,2628
1533,107353,0,0,0,2626
1538,107479,0,0,0,2634
1538,107610,0,0,0,2633
1533,107741,0,0,0,2626
1537,107863,0,0,0,2637
1536,107983,0,0,0,2621
1539,108099,0,0,0,2636
1537,108218,0,0,0,2624
1541,108335,0,0,0,2630
1540,108456,0,0,0,2629
1544,108576,0,0,0,2630
1549,108691,0,0,0,2643
1554,108803,0,0,0,2649
1553,108920,0,0,0,2642
1554,109036,0,0,0,2645
1552,109153,0,0,0,2647
1554,109268,0,0,0,2654
1555,109385,0,0,0,2651
1559,109493,0,0,0,2661
1566,109596,0,0,0,2676
1567,109706,0,0,0,2671
1570,109817,0,0,0,2677
1571,109931,0,0,0,2679
1570,110046,0,0,0,2679
1575,110151,0,0,0,2684
1585,110249,0,0,0,2708
1583,110357,0,0,0,2698
1588,110463,0,0,0,2707
1590,110574,0,0,0,2715
1589,110687,0,0,0,2712
1591,110799,0,0,0,2714
1593,110905,0,0,0,2724
1603,111005,0,0,0,2739
1600,111115,0,0,0,2733
1605,111222,0,0,0,2747
1604,111334,0,0,0,2747
1604,111445,0,0,0,2746
1606,111555,0,0,0,2741
1605,111667,0,0,0,2748
1615,111765,0,0,0,2768
1616,111873,0,0,0,2771
1617,111982,0,0,0,2773
1616,112092,0,0,0,2767
1618,112201,0,0,0,2763
1619,112312,0,0,0,2767
1628,112418,0,0,0,2783
1629,112525,0,0,0,2782
1628,112632,0,0,0,2781
1629,112738,0,0,0,2779
